name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Age,Price_category,,,,,,
Hyundai Santro Xing XG eRLX Euro III,2006,"₹ 90,000",120000,Petrol,Individual,Manual,Second Owner,20,Budget,,,,,,
Maruti Zen LXI,2005,"₹ 90,000",90000,Petrol,Individual,Manual,Second Owner,21,Budget,,,,,,
Maruti Wagon R LXI BSIII,2005,"₹ 90,000",65000,Petrol,Individual,Manual,Second Owner,21,Budget,,,,,,
Hyundai Accent GLS 1.6 ABS,2006,"₹ 90,000",75000,Petrol,Individual,Manual,Third Owner,20,Budget,,,,,,
Tata Indica Vista Terra 1.4 TDI,2011,"₹ 90,000",80000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Skoda Octavia Ambiente 1.9 TDI MT,2002,"₹ 90,000",116000,Diesel,Individual,Manual,Second Owner,24,Budget,,,,,,
Maruti Alto LXi BSIII,2008,"₹ 91,200",60000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Maruti Alto 800 LXI,2013,"₹ 92,800",25000,Petrol,Individual,Manual,Second Owner,13,Budget,,,,,,
Maruti Zen LX,2001,"₹ 93,000",97000,Petrol,Individual,Manual,Fourth & Above Owner,25,Budget,,,,,,
Tata Indica Vista Terra 1.4 TDI,2009,"₹ 93,000",70000,Diesel,Individual,Manual,Second Owner,17,Budget,,,,,,
Tata Indigo CS LE (TDI) BS-III,2011,"₹ 95,000",115000,Diesel,Individual,Manual,Fourth & Above Owner,15,Budget,,,,,,
Maruti Alto LXi,2007,"₹ 95,000",85000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Maruti Zen LX,2004,"₹ 95,000",50000,Petrol,Individual,Manual,First Owner,22,Budget,,,,,,
Maruti Alto LXi,2008,"₹ 95,000",70000,Petrol,Individual,Manual,First Owner,18,Budget,,,,,,
Hyundai Getz GLS,2007,"₹ 95,000",120000,Petrol,Individual,Manual,Fourth & Above Owner,19,Budget,,,,,,
Mahindra Jeep MM 540,2007,"₹ 95,000",100000,Diesel,Individual,Manual,Second Owner,19,Budget,,,,,,
Maruti 800 AC,2007,"₹ 95,000",100000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Chevrolet Beat Diesel LS,2011,"₹ 95,000",70000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Tata Nano LX SE,2012,"₹ 95,000",20778,Petrol,Dealer,Manual,First Owner,14,Budget,,,,,,
Hyundai Santro Xing XG,2005,"₹ 95,000",120000,Petrol,Individual,Manual,Second Owner,21,Budget,,,,,,
Maruti Swift 1.3 VXI ABS,2006,"₹ 95,000",110000,Petrol,Individual,Manual,Third Owner,20,Budget,,,,,,
Maruti Alto STD,2005,"₹ 95,000",50000,Petrol,Individual,Manual,Second Owner,21,Budget,,,,,,
Maruti Zen Estilo 1.1 VXI BSIII,2007,"₹ 95,000",80000,Petrol,Individual,Manual,First Owner,19,Budget,,,,,,
Maruti Gypsy E MG410W ST,1995,"₹ 95,000",100000,Petrol,Individual,Manual,Second Owner,31,Budget,,,,,,
Toyota Corolla H3,2003,"₹ 95,000",120000,Petrol,Individual,Automatic,Second Owner,23,Budget,,,,,,
Tata Indica GLS BS IV,2008,"₹ 95,000",120000,Petrol,Individual,Manual,Third Owner,18,Budget,,,,,,
Ford Fiesta 1.6 ZXi Leather,2006,"₹ 95,000",83411,Petrol,Individual,Manual,First Owner,20,Budget,,,,,,
Maruti Alto LX,2006,"₹ 95,000",90000,Petrol,Individual,Manual,Second Owner,20,Budget,,,,,,
Maruti Wagon R LXI Minor,2007,"₹ 95,000",80000,Petrol,Individual,Manual,First Owner,19,Budget,,,,,,
Maruti Esteem Vxi - BSIII,2006,"₹ 95,000",110000,Petrol,Individual,Manual,First Owner,20,Budget,,,,,,
Tata Indica Vista Aqua 1.2 Safire BSIV,2010,"₹ 97,000",128000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Maruti 800 Std,2003,"₹ 98,000",54000,Petrol,Individual,Manual,First Owner,23,Budget,,,,,,
Chevrolet Spark 1.0 LS,2011,"₹ 99,000",100000,Petrol,Individual,Manual,Third Owner,15,Budget,,,,,,
Fiat Punto 1.3 Active,2010,"₹ 99,000",80000,Diesel,Individual,Manual,Second Owner,16,Budget,,,,,,
Chevrolet Beat LS,2010,"₹ 99,000",60000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Tata Indica GLS BS IV,2010,"₹ 99,000",70000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Maruti Wagon R LXI Minor,2010,"₹ 1,00,000",60000,Petrol,Individual,Manual,Fourth & Above Owner,16,Budget,,,,,,
Maruti Alto LXi,2008,"₹ 1,00,000",130000,Petrol,Individual,Manual,Fourth & Above Owner,18,Budget,,,,,,
Maruti Alto LXi,2007,"₹ 1,00,000",70000,Petrol,Individual,Manual,First Owner,19,Budget,,,,,,
Tata Indigo Classic Dicor,2007,"₹ 1,00,000",39000,Diesel,Individual,Manual,First Owner,19,Budget,,,,,,
Hyundai i10 Magna 1.1,2008,"₹ 1,00,000",60000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Maruti Alto LXi,2007,"₹ 1,00,000",195000,Petrol,Individual,Manual,First Owner,19,Budget,,,,,,
Tata Indigo TDI,2009,"₹ 1,00,000",120000,Diesel,Individual,Manual,Third Owner,17,Budget,,,,,,
Maruti Esteem Vxi,2007,"₹ 1,00,000",90000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Tata Indica DLE,2005,"₹ 1,00,000",100000,Diesel,Individual,Manual,First Owner,21,Budget,,,,,,
Tata Indigo LS,2009,"₹ 1,00,000",20000,Diesel,Individual,Manual,First Owner,17,Budget,,,,,,
Maruti Esteem Vxi,2005,"₹ 1,00,000",20000,Petrol,Individual,Manual,Second Owner,21,Budget,,,,,,
Maruti Alto LXi,2006,"₹ 1,00,000",80000,Petrol,Individual,Manual,First Owner,20,Budget,,,,,,
Maruti 800 AC BSIII,2005,"₹ 1,00,000",30000,Petrol,Individual,Manual,First Owner,21,Budget,,,,,,
Maruti Wagon R LXI Minor,2010,"₹ 1,00,000",80000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Maruti Alto LX,2007,"₹ 1,00,000",52000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Tata Indigo LS,2012,"₹ 1,00,000",200000,Diesel,Individual,Manual,Third Owner,14,Budget,,,,,,
Tata Nano Twist XE,2015,"₹ 1,00,000",23800,Petrol,Individual,Manual,Second Owner,11,Budget,,,,,,
Maruti Wagon R LX BSIII,2007,"₹ 1,00,000",110000,Petrol,Individual,Manual,First Owner,19,Budget,,,,,,
Maruti Wagon R VXI BS IV,2007,"₹ 1,00,000",60000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Maruti Alto LX,2004,"₹ 1,00,000",70000,Petrol,Individual,Manual,First Owner,22,Budget,,,,,,
Tata Indica Vista Aqua 1.4 TDI,2010,"₹ 1,00,000",120000,Diesel,Individual,Manual,Second Owner,16,Budget,,,,,,
Tata Indica Vista Terra 1.4 TDI,2010,"₹ 1,00,000",80000,Diesel,Individual,Manual,First Owner,16,Budget,,,,,,
Hyundai Santro Xing XK (Non-AC),2007,"₹ 1,00,000",50000,Petrol,Individual,Manual,First Owner,19,Budget,,,,,,
Maruti SX4 Vxi BSIII,2007,"₹ 1,00,000",90000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Maruti Zen Estilo LXI BSIII,2007,"₹ 1,00,000",80000,Petrol,Individual,Manual,Third Owner,19,Budget,,,,,,
Hyundai EON 1.0 Era Plus,2018,"₹ 1,00,000",21302,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Tata Sumo LX,2009,"₹ 1,00,000",66778,Diesel,Individual,Manual,First Owner,17,Budget,,,,,,
Maruti Wagon R LXI DUO BSIII,2007,"₹ 1,00,000",70000,LPG,Individual,Manual,Third Owner,19,Budget,,,,,,
Hyundai Accent CRDi,2005,"₹ 1,00,000",120000,Diesel,Individual,Manual,Second Owner,21,Budget,,,,,,
Tata Sumo SE Plus BSIII,2002,"₹ 1,00,000",120000,Diesel,Individual,Manual,First Owner,24,Budget,,,,,,
Maruti 800 AC,2013,"₹ 1,00,000",80000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Alto LXI,2005,"₹ 1,00,000",124000,Petrol,Individual,Manual,Second Owner,21,Budget,,,,,,
Maruti 800 AC,2006,"₹ 1,00,000",54000,Petrol,Individual,Manual,First Owner,20,Budget,,,,,,
Maruti Zen VXI,2000,"₹ 1,00,000",120000,Petrol,Individual,Manual,First Owner,26,Budget,,,,,,
Hyundai Santro Xing XL eRLX Euro III,2006,"₹ 1,00,000",40000,Petrol,Individual,Manual,Second Owner,20,Budget,,,,,,
Tata Indica Vista Aura 1.2 Safire,2010,"₹ 1,00,000",120000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Honda City 1.5 EXI,2005,"₹ 1,00,000",120000,Petrol,Individual,Manual,Second Owner,21,Budget,,,,,,
Maruti Alto LXi BSII,2002,"₹ 1,00,000",80000,Petrol,Individual,Manual,Fourth & Above Owner,24,Budget,,,,,,
Maruti Wagon R LX Minor,2007,"₹ 1,00,000",100000,Petrol,Individual,Manual,First Owner,19,Budget,,,,,,
Tata Indigo GLX,2006,"₹ 1,00,000",110000,Petrol,Individual,Manual,Second Owner,20,Budget,,,,,,
Hyundai Santro LS zipPlus,2003,"₹ 1,00,000",60000,Petrol,Individual,Manual,First Owner,23,Budget,,,,,,
Tata Nano Lx BSIV,2012,"₹ 1,00,000",50000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Maruti Zen Estilo 1.1 LXI BSIII,2007,"₹ 1,00,000",143000,Petrol,Individual,Manual,Third Owner,19,Budget,,,,,,
Hyundai Santro GS,2006,"₹ 1,00,000",120000,Petrol,Individual,Manual,Second Owner,20,Budget,,,,,,
Maruti Alto LXi,2007,"₹ 1,00,000",100000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Maruti Swift Vdi BSIII,2007,"₹ 1,00,000",110000,Diesel,Individual,Manual,Fourth & Above Owner,19,Budget,,,,,,
Maruti Wagon R VXI,2005,"₹ 1,00,000",100000,Petrol,Individual,Manual,Third Owner,21,Budget,,,,,,
Hyundai Santro Xing XL eRLX Euro III,2006,"₹ 1,00,000",60000,Petrol,Dealer,Manual,Second Owner,20,Budget,,,,,,
Ford Fiesta 1.4 ZXi Leather,2007,"₹ 1,00,000",170000,Petrol,Individual,Manual,First Owner,19,Budget,,,,,,
Maruti Alto LXi,2007,"₹ 1,00,000",70000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Maruti Wagon R VXI,2000,"₹ 1,05,000",80000,Petrol,Individual,Manual,First Owner,26,Budget,,,,,,
Honda City 1.5 EXI S,2004,"₹ 1,05,000",100000,Petrol,Individual,Manual,Third Owner,22,Budget,,,,,,
Maruti Zen Estilo LXI BSIII,2008,"₹ 1,05,000",40000,Petrol,Individual,Manual,First Owner,18,Budget,,,,,,
Tata Indigo LS,2008,"₹ 1,05,000",90000,Diesel,Individual,Manual,First Owner,18,Budget,,,,,,
Maruti 800 AC,2007,"₹ 1,05,000",60000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Maruti Zen LX,2004,"₹ 1,05,000",79000,Petrol,Individual,Manual,Second Owner,22,Budget,,,,,,
Maruti Alto LXi BSIII,2008,"₹ 1,05,000",30000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Ford Figo Diesel Titanium,2010,"₹ 1,05,000",90000,Diesel,Individual,Manual,Third Owner,16,Budget,,,,,,
Maruti Alto LX,2006,"₹ 1,05,000",100000,Petrol,Individual,Manual,Third Owner,20,Budget,,,,,,
Maruti Wagon R LXI Minor,2009,"₹ 1,06,000",70000,Petrol,Individual,Manual,First Owner,17,Budget,,,,,,
Chevrolet Beat Diesel LS,2011,"₹ 1,06,000",50000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Tata Venture EX,2012,"₹ 1,10,000",80000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Maruti Alto LXi,2009,"₹ 1,10,000",50000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Tata Indigo GLE BSIII,2008,"₹ 1,10,000",42000,Petrol,Dealer,Manual,First Owner,18,Budget,,,,,,
Ford Fiesta Classic 1.4 SXI Duratorq,2006,"₹ 1,10,000",120000,Diesel,Individual,Manual,Third Owner,20,Budget,,,,,,
Tata Indica Vista Aqua 1.4 TDI,2010,"₹ 1,10,000",90000,Diesel,Individual,Manual,Second Owner,16,Budget,,,,,,
Maruti Alto 800 LXI,2014,"₹ 1,10,000",25000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Mahindra Bolero DI,2004,"₹ 1,10,000",120000,Diesel,Individual,Manual,Fourth & Above Owner,22,Budget,,,,,,
Maruti Alto LXi,2008,"₹ 1,10,000",90000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Chevrolet Spark 1.0 PS,2010,"₹ 1,10,000",73000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Maruti Swift 1.3 VXi,2005,"₹ 1,10,000",80000,Petrol,Individual,Manual,First Owner,21,Budget,,,,,,
Hyundai Getz 1.5 CRDi GVS,2008,"₹ 1,10,000",154000,Diesel,Individual,Manual,Third Owner,18,Budget,,,,,,
Maruti 800 AC BSIII,2009,"₹ 1,10,000",83000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Maruti Zen Estilo LXI Green (CNG),2010,"₹ 1,10,000",80000,CNG,Individual,Manual,Fourth & Above Owner,16,Budget,,,,,,
Maruti Alto LXi,2009,"₹ 1,10,000",20000,Petrol,Individual,Manual,First Owner,17,Budget,,,,,,
Maruti Zen D PS,2003,"₹ 1,10,000",120000,Diesel,Individual,Manual,Third Owner,23,Budget,,,,,,
Hyundai Santro Xing GLS,2009,"₹ 1,10,000",120000,Petrol,Individual,Manual,First Owner,17,Budget,,,,,,
Maruti Alto 800 LXI,2013,"₹ 1,10,000",50000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Omni E 8 Str STD,2007,"₹ 1,10,000",90000,Petrol,Individual,Manual,Fourth & Above Owner,19,Budget,,,,,,
Tata Manza Aura (ABS) Safire BS IV,2010,"₹ 1,10,000",77073,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Tata Indica Vista Aqua 1.3 Quadrajet,2010,"₹ 1,10,000",110000,Diesel,Individual,Manual,Second Owner,16,Budget,,,,,,
Maruti Wagon R LXI Minor,2008,"₹ 1,10,000",100000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Maruti Alto LX BSIII,2008,"₹ 1,10,000",90000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Maruti Ritz VDi,2012,"₹ 1,10,000",80000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Tata Nano CX SE,2015,"₹ 1,10,000",45000,Petrol,Dealer,Manual,First Owner,11,Budget,,,,,,
Maruti Alto LX,2004,"₹ 1,10,000",60000,Petrol,Individual,Manual,First Owner,22,Budget,,,,,,
Maruti 800 AC Uniq,2009,"₹ 1,10,000",30000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Maruti Wagon R LXI BS IV,2010,"₹ 1,10,000",50000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Ford Fiesta Classic 1.4 SXI Duratorq,2006,"₹ 1,10,000",101100,Diesel,Individual,Manual,Third Owner,20,Budget,,,,,,
Maruti Alto LX,2010,"₹ 1,10,000",88000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Maruti Alto LX BSIII,2008,"₹ 1,10,000",120000,Petrol,Individual,Manual,Third Owner,18,Budget,,,,,,
Maruti Wagon R LXI Minor,2008,"₹ 1,10,000",70000,Petrol,Individual,Manual,Third Owner,18,Budget,,,,,,
Maruti A-Star Vxi,2009,"₹ 1,10,000",110000,Petrol,Individual,Manual,Fourth & Above Owner,17,Budget,,,,,,
Hyundai Getz 1.3 GLS,2008,"₹ 1,10,000",110000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Hyundai Getz 1.3 GVS,2010,"₹ 1,10,000",110000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Ford Fiesta 1.4 ZXi TDCi ABS,2009,"₹ 1,10,000",100000,Diesel,Individual,Manual,Fourth & Above Owner,17,Budget,,,,,,
Hyundai Getz GLX,2007,"₹ 1,10,000",90000,Petrol,Individual,Manual,First Owner,19,Budget,,,,,,
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,"₹ 1,10,000",38500,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Tata Indica Vista Aqua 1.4 TDI,2008,"₹ 1,10,000",90000,Diesel,Individual,Manual,Third Owner,18,Budget,,,,,,
Hyundai Getz GLE,2007,"₹ 1,10,000",60000,Petrol,Individual,Manual,Fourth & Above Owner,19,Budget,,,,,,
Maruti Swift Ldi BSIII,2008,"₹ 1,11,000",120000,Diesel,Individual,Manual,First Owner,18,Budget,,,,,,
Maruti Alto LXi,2008,"₹ 1,14,999",30000,Petrol,Individual,Manual,First Owner,18,Budget,,,,,,
Ford Ikon 1.8 D,2005,"₹ 1,14,999",92645,Diesel,Dealer,Manual,Fourth & Above Owner,21,Budget,,,,,,
Maruti Alto LX,2008,"₹ 1,14,999",66782,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Chevrolet Beat LT,2010,"₹ 1,14,999",70000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Chevrolet Aveo U-VA 1.2 LT,2008,"₹ 1,14,999",70000,Petrol,Individual,Manual,Third Owner,18,Budget,,,,,,
Maruti Alto 800 LXI,2014,"₹ 1,14,999",30000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Maruti Alto 800 LXI,2015,"₹ 1,14,999",35000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Hyundai Santro Xing XL eRLX Euro III,2005,"₹ 1,14,999",90000,Petrol,Dealer,Manual,Second Owner,21,Budget,,,,,,
Maruti Alto LX,2011,"₹ 1,14,999",60000,Petrol,Individual,Manual,Third Owner,15,Budget,,,,,,
Maruti Alto LXi BSIII,2009,"₹ 1,14,999",90000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Hyundai Accent GLE,2009,"₹ 1,14,999",106000,Petrol,Individual,Manual,Third Owner,17,Budget,,,,,,
Tata Sumo GX TC 7 Str BSIII,2006,"₹ 1,15,999",100000,Diesel,Individual,Manual,Second Owner,20,Budget,,,,,,
Maruti Alto K10 2010-2014 VXI,2010,"₹ 1,15,999",70000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Ford Fiesta 1.6 Duratec EXI Ltd,2008,"₹ 1,20,000",80000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Hyundai i10 Era 1.1,2009,"₹ 1,20,000",120000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Chevrolet Beat Diesel LT,2012,"₹ 1,20,000",125000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Chevrolet Optra 1.6,2006,"₹ 1,20,000",79000,Petrol,Dealer,Manual,Fourth & Above Owner,20,Budget,,,,,,
Ambassador CLASSIC 1500 DSL AC,2005,"₹ 1,20,000",50000,Diesel,Individual,Manual,Second Owner,21,Budget,,,,,,
Maruti Omni MPI STD BSIV,2016,"₹ 1,20,000",120000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Chevrolet Beat Diesel LS,2012,"₹ 1,20,000",110000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Hyundai Accent CRDi,2004,"₹ 1,20,000",120000,Diesel,Individual,Manual,Second Owner,22,Budget,,,,,,
Honda City 1.3 EXI,2003,"₹ 1,20,000",132343,Petrol,Individual,Manual,Second Owner,23,Budget,,,,,,
Maruti Zen VXI,2006,"₹ 1,20,000",77000,Petrol,Individual,Manual,Second Owner,20,Budget,,,,,,
Tata Indica Vista TDI LS,2011,"₹ 1,20,000",120000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Maruti A-Star Lxi,2008,"₹ 1,20,000",40000,Petrol,Individual,Manual,First Owner,18,Budget,,,,,,
Maruti Wagon R LXI Minor,2008,"₹ 1,20,000",110000,Petrol,Individual,Manual,Third Owner,18,Budget,,,,,,
Maruti Wagon R Duo Lxi,2010,"₹ 1,20,000",90000,LPG,Individual,Manual,Second Owner,16,Budget,,,,,,
Hyundai Santro Xing GLS,2009,"₹ 1,20,000",70000,Petrol,Individual,Manual,Fourth & Above Owner,17,Budget,,,,,,
Hyundai Accent GLX,2006,"₹ 1,20,000",110000,Petrol,Individual,Manual,Second Owner,20,Budget,,,,,,
Maruti Swift Vdi BSIII,2008,"₹ 1,20,000",175000,Diesel,Individual,Manual,Second Owner,18,Budget,,,,,,
Maruti Alto LX,2010,"₹ 1,20,000",90000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Hyundai Santro Xing GL Plus,2008,"₹ 1,20,000",41723,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Ford Fiesta 1.4 Duratec ZXI,2008,"₹ 1,20,000",100000,Petrol,Individual,Manual,Third Owner,18,Budget,,,,,,
Hyundai Accent GLS,2004,"₹ 1,20,000",110000,Petrol,Individual,Manual,Second Owner,22,Budget,,,,,,
Maruti A-Star Vxi,2009,"₹ 1,20,000",76000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Maruti Swift LXi BSIV,2009,"₹ 1,20,000",83000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Tata Indica Vista Aura 1.2 Safire,2009,"₹ 1,20,000",80000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Tata Indica Vista Aqua TDI BSIII,2011,"₹ 1,20,000",70000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Honda City 1.3 DX,2003,"₹ 1,20,000",165000,Petrol,Individual,Manual,Second Owner,23,Budget,,,,,,
Maruti Alto LXi,2010,"₹ 1,20,000",90000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Maruti Zen Estilo 1.1 LXI BSIII,2007,"₹ 1,20,000",81366,Petrol,Individual,Manual,First Owner,19,Budget,,,,,,
Skoda Octavia Classic 1.9 TDI MT,2004,"₹ 1,20,000",120000,Diesel,Individual,Manual,Second Owner,22,Budget,,,,,,
Hyundai Accent Executive,2010,"₹ 1,20,000",67000,Petrol,Individual,Manual,Third Owner,16,Budget,,,,,,
Ford Fusion 1.6 Duratec Petrol,2005,"₹ 1,20,000",100000,Petrol,Individual,Manual,Third Owner,21,Budget,,,,,,
Tata Indica Vista Quadrajet LS,2012,"₹ 1,20,000",140000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Maruti 800 AC,2009,"₹ 1,20,000",250000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Chevrolet Beat LT,2011,"₹ 1,20,000",90000,Petrol,Individual,Manual,Second Owner,15,Budget,,,,,,
Hyundai Santro Xing GLS,2010,"₹ 1,20,000",90000,Petrol,Individual,Manual,Third Owner,16,Budget,,,,,,
Hyundai i10 Magna 1.1,2008,"₹ 1,20,000",90000,Petrol,Individual,Manual,First Owner,18,Budget,,,,,,
Maruti Alto VXi,2002,"₹ 1,20,000",60000,Petrol,Individual,Manual,Third Owner,24,Budget,,,,,,
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,"₹ 1,20,000",120000,Diesel,Individual,Manual,Third Owner,21,Budget,,,,,,
Hyundai Verna i (Petrol),2008,"₹ 1,20,000",90000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Maruti Alto 800 LXI,2012,"₹ 1,20,000",50000,Petrol,Individual,Manual,First Owner,14,Budget,,,,,,
Chevrolet Spark 1.0,2008,"₹ 1,20,000",100000,Petrol,Individual,Manual,Third Owner,18,Budget,,,,,,
Tata Nano Lx,2011,"₹ 1,20,000",20000,Petrol,Individual,Manual,First Owner,15,Budget,,,,,,
Tata Indica Vista Quadrajet LX,2012,"₹ 1,20,000",80000,Diesel,Individual,Manual,Third Owner,14,Budget,,,,,,
Maruti Zen Estilo 1.1 VXI BSIII,2008,"₹ 1,20,000",70000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Maruti SX4 Vxi BSIII,2007,"₹ 1,20,000",90000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Maruti 800 AC BSIII,2005,"₹ 1,20,000",20000,Petrol,Individual,Manual,Second Owner,21,Budget,,,,,,
Ford Figo Petrol Titanium,2011,"₹ 1,20,000",60000,Petrol,Individual,Manual,Third Owner,15,Budget,,,,,,
Maruti Zen VXi - BS III,2004,"₹ 1,21,000",110000,Petrol,Individual,Manual,Second Owner,22,Budget,,,,,,
Hyundai Verna i (Petrol),2007,"₹ 1,23,000",50000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Maruti Zen Estilo LXI BS IV,2009,"₹ 1,25,000",65000,Petrol,Individual,Manual,First Owner,17,Budget,,,,,,
Honda City 1.5 EXI,2004,"₹ 1,25,000",110000,Petrol,Individual,Manual,Third Owner,22,Budget,,,,,,
Maruti Alto LX BSIII,2007,"₹ 1,25,000",100000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Tata Indica Vista TDI LX,2011,"₹ 1,25,000",120000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Mahindra Scorpio 2.6 CRDe,2006,"₹ 1,25,000",50000,Diesel,Individual,Manual,Second Owner,20,Budget,,,,,,
Hyundai i10 Sportz 1.2,2010,"₹ 1,25,000",60000,Petrol,Individual,Manual,Third Owner,16,Budget,,,,,,
Chevrolet Spark 1.0 LS,2011,"₹ 1,25,000",60000,Petrol,Individual,Manual,Third Owner,15,Budget,,,,,,
Honda City 1.5 GXI,2004,"₹ 1,25,000",120000,Petrol,Individual,Manual,Second Owner,22,Budget,,,,,,
Chevrolet Spark 1.0 LT,2012,"₹ 1,25,000",28000,Petrol,Individual,Manual,First Owner,14,Budget,,,,,,
Hyundai Santro Xing GLS,2008,"₹ 1,25,000",85000,Petrol,Individual,Manual,First Owner,18,Budget,,,,,,
Tata Indigo TDI,2013,"₹ 1,25,000",125000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti 800 AC,2009,"₹ 1,25,000",50000,Petrol,Individual,Manual,Fourth & Above Owner,17,Budget,,,,,,
Hyundai Accent GLS,2007,"₹ 1,25,000",76000,Petrol,Dealer,Manual,Third Owner,19,Budget,,,,,,
